seller_id,product_category_name_english,order_item_id,price,freight_value,seller_zip_code_prefix,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
011b0eaba87386a2ae96a7d32bb531d1,health_beauty,3,99.98,29.18,35160,58.0,2424.0,2.0,10800.0,36.0,20.0,30.0
01266d4c46afa519678d16a8b683d325,costruction_tools_tools,3,90.25,47.230000000000004,240750,124.0,915.0,3.0,1250.0,53.0,6.0,33.0
013900e863eace745d3ec7614cab5b1a,baby,13,581.8,199.98,807400,617.0,8928.0,52.0,3050.0,194.0,128.0,222.0
013900e863eace745d3ec7614cab5b1a,fashion_shoes,16,992.9999999999998,255.59,1211100,704.0,9732.0,39.0,15750.0,293.0,131.0,311.0
013900e863eace745d3ec7614cab5b1a,stationery,1,44.9,14.1,80740,57.0,930.0,1.0,350.0,32.0,12.0,20.0
014c0679dd340a0e338872e7ec85666a,garden_tools,1,589.0,93.35,35180,28.0,887.0,5.0,30000.0,75.0,50.0,50.0
014c0679dd340a0e338872e7ec85666a,kitchen_dining_laundry_garden_furniture,10,5073.0,432.99,351800,406.0,16215.0,29.0,72900.0,245.0,492.0,273.0
014c0679dd340a0e338872e7ec85666a,signaling_and_security,5,1396.0,101.97,140720,140.0,5036.0,8.0,25900.0,152.0,110.0,138.0
014d9a685fd57276679edd00e07089e5,cool_stuff,5,209.96999999999997,7.210000000000001,261045,177.0,5274.0,3.0,339.0,66.0,24.0,51.0
014d9a685fd57276679edd00e07089e5,stationery,10,519.91,139.72,783135,456.0,7129.0,9.0,2270.0,159.0,96.0,151.0
0176f73cc1195f367f7b32db1e5b3aa8,bed_bath_table,41,4733.099999999999,1287.01,582660,2095.0,15301.0,43.0,206694.0,1659.0,944.0,1518.0
01bcc9d254a0143f0ce9791b960b2a47,health_beauty,11,1521.21,277.65999999999997,840400,487.0,19910.0,32.0,3856.0,218.0,145.0,248.0
01c97ebb5cdac52891c0ed1c37ba0012,computers_accessories,15,577.4999999999998,178.5,189648,706.0,12140.0,34.0,11250.0,375.0,121.0,142.0
01cf7e3d21494c41fb86034f2e714fa1,air_conditioning,22,1441.1000000000001,327.4699999999999,1712060,561.0,25671.0,20.0,27529.0,666.0,774.0,415.0
01cf7e3d21494c41fb86034f2e714fa1,baby,3,415.26,109.64,256809,124.0,2726.0,3.0,17773.0,157.0,150.0,109.0
01cf7e3d21494c41fb86034f2e714fa1,bed_bath_table,1,125.9,38.43,85603,40.0,537.0,2.0,3080.0,23.0,37.0,19.0
01cf7e3d21494c41fb86034f2e714fa1,cool_stuff,6,493.45000000000005,100.49000000000001,513618,219.0,6563.0,6.0,8300.0,143.0,145.0,142.0
01cf7e3d21494c41fb86034f2e714fa1,home_appliances,1,629.9,117.35,85603,57.0,631.0,1.0,30000.0,62.0,73.0,63.0
01cf7e3d21494c41fb86034f2e714fa1,home_appliances_2,13,3389.4900000000007,734.1499999999999,1112839,540.0,20012.0,21.0,190044.0,734.0,334.0,788.0
01cf7e3d21494c41fb86034f2e714fa1,housewares,24,1742.1000000000001,391.91,1626457,791.0,7099.0,32.0,47511.0,752.0,477.0,526.0
01cf7e3d21494c41fb86034f2e714fa1,small_appliances,2,748.9,48.17,171206,86.0,1172.0,7.0,8733.0,71.0,71.0,61.0
01ed254b9ff8407dfb9d99ba1e17d923,watches_gifts,5,1465.99,67.72,43550,234.0,2206.0,18.0,1652.0,92.0,64.0,66.0
01fd077212124329bac32490e8ef80d9,baby,2,26.0,31.02,28158,118.0,1245.0,6.0,100.0,62.0,4.0,55.0
01fd077212124329bac32490e8ef80d9,construction_tools_construction,21,102.0,76.74,84474,336.0,1530.0,12.0,600.0,102.0,42.0,66.0
01fd077212124329bac32490e8ef80d9,garden_tools,5,137.0,88.58,70395,259.0,2330.0,17.0,600.0,85.0,35.0,60.0
01fd077212124329bac32490e8ef80d9,health_beauty,15,521.0,216.13000000000005,197106,716.0,12291.0,29.0,2050.0,489.0,28.0,364.0
01fd077212124329bac32490e8ef80d9,home_construction,1,12.0,12.79,14079,41.0,215.0,6.0,150.0,16.0,7.0,12.0
01fd077212124329bac32490e8ef80d9,sports_leisure,2,65.0,36.64,28158,95.0,745.0,9.0,550.0,66.0,7.0,42.0
01fd077212124329bac32490e8ef80d9,toys,12,345.0,113.46000000000001,126711,441.0,1530.0,54.0,1800.0,153.0,63.0,108.0
01fdefa7697d26ad920e9e0346d4bd1b,health_beauty,133,14921.429999999975,2768.6399999999994,11272550,6738.0,119367.0,458.0,240350.0,4973.0,1616.0,2100.0
0241d4d5d36f10f80c644447315af0bd,furniture_decor,262,31397.70000000003,6853.910000000001,19761180,13477.0,73066.0,253.0,861550.0,10642.0,2982.0,7711.0
0249d282d911d23cb8b869ab49c99f53,sports_leisure,11,393.0,138.88,62436,345.0,11391.0,13.0,6700.0,275.0,165.0,275.0
024b564ae893ce8e9bfa02c10a401ece,market_place,21,467.4,157.8,19680,372.0,1860.0,12.0,3600.0,120.0,84.0,120.0
024b564ae893ce8e9bfa02c10a401ece,musical_instruments,3,239.0,54.2,6560,106.0,680.0,2.0,1800.0,38.0,38.0,28.0
02a2272692e13558373c66db98f05e2e,telephony,2,54.98,38.870000000000005,40080,102.0,673.0,3.0,100.0,40.0,40.0,40.0
02b72cdeb9cfcc429f1af6f4e3f3b737,baby,4,522.65,225.99,59760,148.0,5020.0,15.0,26200.0,192.0,97.0,147.0
02c988090b766852e088c69d7fb3b551,fashion_shoes,4,646.19,67.33,53892,224.0,8953.0,23.0,5350.0,132.0,52.0,80.0
02c988090b766852e088c69d7fb3b551,signaling_and_security,23,972.4599999999999,150.97,175149,662.0,16231.0,33.0,9575.0,362.0,167.0,331.0
02d35243ea2e497335cd0f076b45675d,furniture_decor,18,5794.0,605.95,945232,589.0,3305.0,18.0,30800.0,512.0,167.0,512.0
02dcd3e8e25bee036e32512bcf175493,stationery,20,1491.9,312.17,549270,825.0,8282.0,27.0,13750.0,352.0,275.0,311.0
02ecc2a19303f05e59ce133fd923fff7,furniture_decor,8,1158.48,121.56,54726,203.0,2658.0,10.0,35650.0,271.0,153.0,213.0
02ecc2a19303f05e59ce133fd923fff7,garden_tools,10,2051.77,200.04000000000002,82089,329.0,3445.0,15.0,38450.0,377.0,253.0,361.0
02ecc2a19303f05e59ce133fd923fff7,home_construction,10,2053.94,156.61,82089,341.0,4024.0,19.0,30450.0,366.0,230.0,240.0
02f5837340d7eb4f653d676c7256523a,luggage_accessories,30,3883.0499999999984,580.8300000000002,2418600,1070.0,14021.0,30.0,36250.0,1215.0,670.0,905.0
02f623a8eb246f3c5f7c2f96462654e6,health_beauty,3,420.0,53.41,55833,180.0,1548.0,3.0,3375.0,87.0,75.0,48.0
02f623a8eb246f3c5f7c2f96462654e6,sports_leisure,41,5958.0,776.22,763051,2014.0,31881.0,46.0,51848.0,1582.0,931.0,883.0
0307f7565ff85b299b6e5ef162b1b1a9,cool_stuff,4,3666.0,206.52999999999997,60340,252.0,5331.0,17.0,50600.0,148.0,165.0,128.0
0307f7565ff85b299b6e5ef162b1b1a9,perfumery,2,33.8,28.740000000000002,30170,126.0,1630.0,8.0,800.0,32.0,20.0,22.0
0307f7565ff85b299b6e5ef162b1b1a9,small_appliances,1,1029.0,39.5,15085,57.0,877.0,4.0,7100.0,50.0,33.0,31.0
0336182e1b3e92f029d5354832045fdf,furniture_decor,8,29.8,17.57,29880,104.0,932.0,4.0,680.0,32.0,60.0,60.0
034b9387752bfa309f350a70cd45ffa3,toys,8,96.0,144.26,712288,465.0,1616.0,33.0,1200.0,128.0,56.0,88.0
038b75b729c8a9a04b0d07cba7eabe86,housewares,2,467.0,90.85,24462,104.0,364.0,2.0,10876.0,60.0,78.0,50.0
039b29ff3b3473435d0cd59040575de9,dvds_blu_ray,4,35.6,37.4,37772,179.0,1424.0,4.0,800.0,80.0,8.0,60.0
039b29ff3b3473435d0cd59040575de9,music,5,79.30000000000001,63.25,47215,205.0,4527.0,5.0,900.0,104.0,14.0,77.0
039e6ad9dae79614493083e241147386,garden_tools,5,12925.0,348.42,17800,246.0,10982.0,5.0,37900.0,125.0,197.0,153.0
03a2a6dcbe45d639c4dc2a0d24769c40,garden_tools,9,1078.41,172.25,84060,418.0,4922.0,25.0,11925.0,312.0,186.0,248.0
03bd479e1d9484cdb14104d3023f7321,auto,3,359.70000000000005,57.72,115203,158.0,2689.0,9.0,1050.0,99.0,36.0,60.0
0417b067eeab773d2f7061a726dc477f,auto,13,1859.18,642.57,1160744,639.0,3236.0,20.0,75450.0,1011.0,242.0,372.0
042573af89b6d931f672efaf789d8358,small_appliances,2,354.98,53.18,36030,92.0,2850.0,3.0,7075.0,49.0,56.0,91.0
042573af89b6d931f672efaf789d8358,sports_leisure,1,58.5,11.91,18015,36.0,531.0,2.0,378.0,17.0,22.0,10.0
04308b1ee57b6625f47df1d56f00eedf,health_beauty,94,60130.600000000086,3054.3900000000003,8292210,4558.0,102879.0,213.0,61581.0,2770.0,1330.0,1506.0
0432ead42b6c8a0bdf68154add917fdf,consoles_games,3,114.69999999999999,41.05,27960,71.0,1218.0,3.0,700.0,51.0,6.0,48.0
0432ead42b6c8a0bdf68154add917fdf,housewares,1,79.9,7.81,9320,40.0,120.0,2.0,1000.0,20.0,20.0,20.0
0432ead42b6c8a0bdf68154add917fdf,toys,93,7597.499999999988,1158.6599999999994,801520,3509.0,65463.0,113.0,37132.0,1520.0,1091.0,1133.0
044668ccd5316b12a7cf0d54a156e3e9,food,5,137.79999999999998,53.55,24064,216.0,2096.0,4.0,2200.0,128.0,120.0,108.0
04843805947f0fc584fc1969b6e50fe7,bed_bath_table,3,1400.0,74.76,187800,90.0,1728.0,4.0,15200.0,100.0,30.0,110.0
048c2757535328e0d7dac690ad3c0aae,fashion_shoes,51,9264.779999999997,1286.2799999999997,734706,2715.0,21937.0,195.0,94450.0,1752.0,1827.0,844.0
04aa0a1c5ce6b222003403a3e11c3cc0,auto,28,5409.0,723.4899999999999,210400,872.0,22028.0,58.0,111500.0,474.0,248.0,474.0
04aa0a1c5ce6b222003403a3e11c3cc0,sports_leisure,1,109.0,98.02,13150,39.0,1424.0,4.0,7450.0,101.0,16.0,32.0
04aba03279157f6d4e0fe8ccaf21963c,health_beauty,16,2575.9,346.43,455520,618.0,21322.0,17.0,27034.0,426.0,198.0,255.0
04e38a233f726ef161074ab1c9b0399a,baby,5,183.5,48.12,6195,240.0,1750.0,5.0,1250.0,80.0,75.0,75.0
04e38a233f726ef161074ab1c9b0399a,housewares,12,492.9999999999999,178.31000000000003,12390,502.0,2084.0,16.0,36550.0,292.0,265.0,260.0
04e38a233f726ef161074ab1c9b0399a,sports_leisure,19,675.6999999999998,232.64000000000004,16107,551.0,6313.0,18.0,23950.0,254.0,480.0,245.0
04ee0ec01589969663ba5967c0e0bdc0,arts_and_craftmanship,1,289.49,24.83,95910,47.0,1002.0,3.0,1900.0,19.0,16.0,16.0
04fdea0c111866e6cf812f1570d6b5bd,computers_accessories,9,855.0,188.3,75699,522.0,5193.0,18.0,12600.0,198.0,81.0,144.0
04fdea0c111866e6cf812f1570d6b5bd,electronics,1,200.0,18.65,8411,56.0,363.0,4.0,2700.0,37.0,22.0,16.0
0509040ea3fe50071181bbc359eb7738,bed_bath_table,1,45.9,12.48,31710,41.0,680.0,1.0,327.0,22.0,11.0,19.0
0509040ea3fe50071181bbc359eb7738,housewares,11,319.05,142.25,285390,478.0,9588.0,28.0,5919.0,165.0,155.0,179.0
0509040ea3fe50071181bbc359eb7738,sports_leisure,96,3373.0000000000005,1290.42,2790480,4299.0,49480.0,99.0,35732.0,2125.0,1821.0,1704.0
052577151711aec5c744fe12e66db3e1,small_appliances,4,2748.0,222.42,356544,200.0,5692.0,4.0,14100.0,132.0,140.0,136.0
054694fa03fe82cec4b7551487331d74,cool_stuff,8,1987.0,173.73000000000002,110880,355.0,11515.0,19.0,29176.0,178.0,284.0,179.0
054694fa03fe82cec4b7551487331d74,home_appliances_2,6,4084.0,264.85,95040,315.0,3953.0,23.0,48100.0,182.0,333.0,195.0
054694fa03fe82cec4b7551487331d74,housewares,1,224.1,19.46,15840,52.0,182.0,1.0,5438.0,30.0,39.0,25.0
054694fa03fe82cec4b7551487331d74,small_appliances,8,3688.0,262.61,126720,446.0,14000.0,34.0,55667.0,240.0,414.0,239.0
056b4ada5bbc2c50cc7842547dda6b51,electronics,5,2289.95,123.84,131895,195.0,3116.0,5.0,1305.0,92.0,53.0,73.0
056b4ada5bbc2c50cc7842547dda6b51,watches_gifts,62,10043.439999999991,1182.1799999999996,1609119,2579.0,33367.0,66.0,29837.0,998.0,209.0,695.0
0570350b23eda5444f8d1d9544932058,health_beauty,6,278.5,80.52,25520,283.0,4699.0,14.0,1150.0,116.0,35.0,74.0
0570350b23eda5444f8d1d9544932058,perfumery,16,348.4,44.339999999999996,30624,360.0,3972.0,6.0,1200.0,138.0,42.0,90.0
05730013efda596306417c3b09302475,arts_and_craftmanship,1,238.0,68.72,88813,54.0,746.0,5.0,6850.0,105.0,5.0,65.0
05730013efda596306417c3b09302475,furniture_decor,3,714.0,147.95,266439,172.0,2655.0,15.0,18300.0,237.0,35.0,131.0
058cb5aeb36d7c0fcae20fc85d5e0a59,luggage_accessories,14,1328.0,779.42,281255,590.0,3360.0,34.0,208400.0,760.0,500.0,520.0
058fd0aa2bfdb2274e05e1ae971dabb6,health_beauty,1,140.0,15.73,9020,23.0,274.0,1.0,390.0,19.0,12.0,17.0
058fd0aa2bfdb2274e05e1ae971dabb6,perfumery,67,7527.9,872.1700000000004,568260,2053.0,22987.0,63.0,29574.0,1241.0,771.0,1010.0
05a48cc8859962767935ab9087417fbb,garden_tools,1,42.9,16.49,5372,40.0,58.0,3.0,1130.0,38.0,26.0,20.0
05a940b4ecae36cadfd8e93bd9c43257,audio,1,251.9,19.04,74305,59.0,214.0,6.0,2300.0,20.0,20.0,32.0
05a940b4ecae36cadfd8e93bd9c43257,computers_accessories,4,193.6,88.83000000000001,297220,229.0,2041.0,7.0,2016.0,100.0,47.0,59.0
05a940b4ecae36cadfd8e93bd9c43257,cool_stuff,5,506.4999999999999,89.07000000000001,371525,282.0,2502.0,11.0,5543.0,135.0,63.0,96.0
05aebce0b5c8f0d41b29b686f2d05fd3,garden_tools,1,40.0,36.55,3962,43.0,432.0,3.0,1000.0,105.0,20.0,20.0
05aebce0b5c8f0d41b29b686f2d05fd3,home_comfort_2,1,34.99,9.34,3962,42.0,423.0,1.0,425.0,105.0,20.0,20.0
05ca864204d09595ae591b93ea9cf93d,consoles_games,1,179.9,8.52,6465,27.0,205.0,3.0,550.0,34.0,7.0,19.0
05d2173d43ea568aa0540eba70d2ca76,auto,54,4509.0599999999995,1338.2300000000002,1856750,2304.0,19291.0,50.0,240950.0,1815.0,1297.0,1469.0
05d2173d43ea568aa0540eba70d2ca76,construction_tools_construction,12,670.5999999999999,265.78,445620,446.0,1261.0,12.0,93450.0,600.0,121.0,600.0
05d2173d43ea568aa0540eba70d2ca76,housewares,4,580.0,75.26,148540,208.0,656.0,8.0,35800.0,380.0,24.0,180.0
05e107217c7266362fd44b75b2cd4cc4,stationery,11,193.38000000000002,82.00999999999999,42824,337.0,2069.0,8.0,1400.0,148.0,174.0,174.0
05f51e13da97139648b8125c31e5f51b,baby,63,13118.309999999987,1939.9699999999998,1914600,2913.0,45995.0,124.0,399523.0,2421.0,1951.0,1735.0
05f51e13da97139648b8125c31e5f51b,cool_stuff,2,485.79999999999995,66.04,63820,104.0,1011.0,3.0,16030.0,70.0,86.0,59.0
05f51e13da97139648b8125c31e5f51b,toys,1,164.9,13.28,31910,60.0,919.0,5.0,1167.0,36.0,20.0,28.0
05feb94f19d094d4b0f9281f0b1d4c99,garden_tools,4,6727.0,429.54,35008,228.0,11472.0,12.0,113200.0,348.0,180.0,168.0
05feb94f19d094d4b0f9281f0b1d4c99,housewares,2,2626.0,267.5,17504,108.0,5904.0,6.0,60000.0,152.0,102.0,102.0
05ff92fedb5be47920fea08e501238b9,cool_stuff,34,9057.479999999998,831.99,3161696,1807.0,89746.0,184.0,30984.0,628.0,705.0,482.0
05ff92fedb5be47920fea08e501238b9,health_beauty,11,4811.5599999999995,457.83,1086833,550.0,36872.0,55.0,15400.0,242.0,319.0,143.0
05ff92fedb5be47920fea08e501238b9,small_appliances,19,7525.339999999999,502.14,1778454,948.0,65182.0,75.0,25100.0,414.0,449.0,367.0
062c325cd6a2b87845fab56b4ec2eeae,baby,1,37.88,8.88,8150,58.0,544.0,3.0,2650.0,16.0,24.0,24.0
062c325cd6a2b87845fab56b4ec2eeae,stationery,1,95.34,14.98,8150,59.0,414.0,2.0,10650.0,46.0,10.0,12.0
062ce95fa2ad4dfaedfc79260130565f,bed_bath_table,22,784.0999999999998,314.43,1822347,1022.0,14211.0,19.0,6784.0,349.0,253.0,291.0
062ce95fa2ad4dfaedfc79260130565f,furniture_decor,27,3019.7000000000007,500.09000000000003,2205999,1092.0,13924.0,49.0,27183.0,660.0,184.0,576.0
062ce95fa2ad4dfaedfc79260130565f,health_beauty,4,319.6,72.64,383652,199.0,5600.0,4.0,1625.0,78.0,64.0,70.0
062ce95fa2ad4dfaedfc79260130565f,market_place,13,3328.7000000000007,233.41999999999996,1246869,497.0,7149.0,39.0,18475.0,403.0,94.0,429.0
062ce95fa2ad4dfaedfc79260130565f,sports_leisure,1,68.9,79.86,95913,46.0,186.0,1.0,3900.0,20.0,78.0,55.0
06532f10282704ef4c69168b914b77be,garden_tools,9,9625.5,668.45,697120,427.0,26788.0,18.0,69300.0,471.0,260.0,317.0
06532f10282704ef4c69168b914b77be,home_construction,1,595.0,29.79,87140,58.0,3222.0,4.0,4700.0,70.0,30.0,30.0
06579cb253ecd5a3a12a9e6eb6bf8f47,agro_industry_and_commerce,2,186.8,15.42,8014,76.0,794.0,2.0,6725.0,68.0,73.0,52.0
06579cb253ecd5a3a12a9e6eb6bf8f47,furniture_decor,1,74.9,215.43,4007,25.0,413.0,1.0,13250.0,52.0,52.0,52.0
06579cb253ecd5a3a12a9e6eb6bf8f47,housewares,86,4465.500000000002,1268.5599999999995,276483,2772.0,33153.0,118.0,85590.0,2488.0,1226.0,1707.0
066a6914e1ebf3ea95a216c73a986b91,auto,11,2062.29,306.06,858630,183.0,1661.0,12.0,15879.0,302.0,169.0,242.0
066a6914e1ebf3ea95a216c73a986b91,baby,5,91.99000000000001,65.25,343452,110.0,1099.0,4.0,350.0,64.0,56.0,58.0
066a6914e1ebf3ea95a216c73a986b91,furniture_decor,13,719.0799999999999,204.17000000000002,1030356,392.0,3835.0,31.0,9800.0,287.0,223.0,235.0
066a6914e1ebf3ea95a216c73a986b91,garden_tools,1,32.99,14.52,85863,27.0,375.0,2.0,200.0,16.0,14.0,14.0
066a6914e1ebf3ea95a216c73a986b91,housewares,1,39.99,15.56,85863,35.0,212.0,3.0,700.0,16.0,14.0,14.0
066a6914e1ebf3ea95a216c73a986b91,market_place,2,74.9,4.86,85863,45.0,163.0,3.0,300.0,16.0,14.0,14.0
066a6914e1ebf3ea95a216c73a986b91,sports_leisure,50,6389.139999999996,1095.15,3863835,2017.0,19385.0,85.0,194450.0,2155.0,1031.0,1363.0
0691148aee60ca47977c187804f935ae,auto,8,544.97,152.08999999999997,602070,376.0,4491.0,24.0,8800.0,278.0,172.0,234.0
0691148aee60ca47977c187804f935ae,fashion_bags_accessories,1,147.79,15.34,86010,51.0,1081.0,1.0,415.0,23.0,19.0,18.0
0691148aee60ca47977c187804f935ae,health_beauty,2,171.8,42.1,172020,113.0,1944.0,3.0,1767.0,42.0,35.0,34.0
0691148aee60ca47977c187804f935ae,sports_leisure,45,4727.200000000001,1211.4899999999998,3440400,2102.0,30183.0,72.0,105945.0,1359.0,689.0,835.0
0691148aee60ca47977c187804f935ae,stationery,2,235.28000000000003,46.480000000000004,172020,107.0,1586.0,4.0,800.0,61.0,39.0,48.0
0691148aee60ca47977c187804f935ae,toys,1,41.47,23.44,86010,58.0,454.0,4.0,390.0,33.0,9.0,18.0
0692610d8abe24f287e9fae90ea0bbee,computers_accessories,2,130.99,16.93,4620,77.0,1348.0,2.0,1026.0,51.0,24.0,23.0
0692610d8abe24f287e9fae90ea0bbee,furniture_decor,2,43.0,14.8,4620,44.0,366.0,2.0,600.0,52.0,36.0,28.0
06a2c3af7b3aee5d69171b0e14f0ee87,health_beauty,422,36408.95000000013,12141.28999999999,26354160,19994.0,471519.0,405.0,208450.0,8745.0,4859.0,6321.0
06bb3a2fe5e7b7a845b13e8fb91bd944,health_beauty,19,1536.19,326.14000000000004,573192,903.0,26478.0,36.0,18600.0,314.0,444.0,285.0
06df0c10d34e459d9672bc77388742eb,sports_leisure,34,9070.0,525.77,2611350,930.0,44370.0,90.0,4500.0,690.0,210.0,360.0
06e5eefc71ec47ae763c5c6f8db7064f,computers_accessories,36,7510.47,788.0799999999999,3197250,1741.0,97581.0,172.0,5400.0,560.0,560.0,560.0
06e5eefc71ec47ae763c5c6f8db7064f,construction_tools_safety,28,8857.480000000001,715.3399999999999,2466450,1581.0,54592.0,89.0,6500.0,459.0,264.0,459.0
06e5eefc71ec47ae763c5c6f8db7064f,cool_stuff,19,3431.45,356.0,1735650,1118.0,49495.0,56.0,2950.0,309.0,261.0,309.0
06e5eefc71ec47ae763c5c6f8db7064f,electronics,11,1657.66,245.27,913500,480.0,26670.0,54.0,1600.0,162.0,142.0,162.0
06e5eefc71ec47ae763c5c6f8db7064f,musical_instruments,3,459.49,69.75999999999999,274050,157.0,7765.0,13.0,450.0,49.0,39.0,49.0
06e5eefc71ec47ae763c5c6f8db7064f,telephony,1,272.01,18.83,91350,59.0,2989.0,6.0,250.0,16.0,16.0,16.0
07017df32dc5f2f1d2801e579548d620,telephony,7,488.5,126.35000000000001,348180,356.0,2079.0,24.0,1900.0,96.0,41.0,73.0
070d165398b553f3b4b851c216b8a358,pet_shop,48,3393.159999999998,1003.5899999999999,152724,1630.0,27329.0,40.0,493650.0,1280.0,1031.0,1231.0
0725b8c0f3f906e58f70cbe76b7c748c,auto,1,39.99,17.09,7023,16.0,115.0,1.0,1181.0,30.0,17.0,24.0
0725b8c0f3f906e58f70cbe76b7c748c,housewares,25,1122.73,440.47999999999996,112368,785.0,14473.0,21.0,81675.0,455.0,623.0,406.0
0725b8c0f3f906e58f70cbe76b7c748c,signaling_and_security,6,194.76,59.0,28092,158.0,2046.0,4.0,4500.0,166.0,74.0,118.0
0725b8c0f3f906e58f70cbe76b7c748c,sports_leisure,26,36.72,66.78,42138,336.0,2400.0,6.0,1800.0,96.0,96.0,96.0
0725b8c0f3f906e58f70cbe76b7c748c,stationery,26,796.1,132.34,70230,490.0,3260.0,10.0,10000.0,180.0,170.0,250.0
0743a0239d764b9a0f959a57d07e36ab,food,3,287.96999999999997,50.82,9414,114.0,4035.0,3.0,4200.0,48.0,60.0,45.0
0743a0239d764b9a0f959a57d07e36ab,health_beauty,1,48.99,15.44,3138,49.0,2127.0,2.0,100.0,16.0,5.0,15.0
0747d5bb69f0586cc869d8af4c50f93e,health_beauty,1,14.9,12.35,28990,52.0,94.0,1.0,200.0,20.0,4.0,11.0
0747d5bb69f0586cc869d8af4c50f93e,perfumery,15,331.7,196.54,405860,548.0,1246.0,34.0,3540.0,270.0,78.0,213.0
0761743cbffb25d7148189e9f1a5f03a,health_beauty,16,202.2,71.1,84576,271.0,14671.0,6.0,2600.0,111.0,61.0,71.0
0761743cbffb25d7148189e9f1a5f03a,sports_leisure,1,39.0,15.1,14096,48.0,604.0,1.0,700.0,16.0,13.0,14.0
077c5fae4bea9500e3737b16f71b9d3a,housewares,9,106.8,70.44,108312,119.0,2027.0,6.0,5950.0,96.0,147.0,66.0
0791d9fc1e30678ecf03d3e55fa108d3,housewares,27,842.0,186.99000000000004,338525,619.0,4244.0,13.0,19450.0,405.0,187.0,290.0
079d295dcbf06ee8bb1b65ba964eb2b6,construction_tools_construction,25,349.3,190.79,21240,390.0,15050.0,10.0,13625.0,425.0,136.0,230.0
07a9bc7f61396b658ddf3ac534efe44c,toys,1,119.9,15.59,2925,18.0,291.0,3.0,6800.0,102.0,5.0,83.0
07bf9669d84d1f11be443a9dd938f698,garden_tools,2,144.0,47.65,9522,108.0,1308.0,4.0,16700.0,72.0,92.0,72.0
07bf9669d84d1f11be443a9dd938f698,kitchen_dining_laundry_garden_furniture,28,1632.0,598.57,104742,1110.0,14389.0,44.0,165050.0,763.0,981.0,763.0
07d75e33f2750d97d467fb57e4dfdd8a,computers_accessories,1,699.9,20.87,2117,54.0,2052.0,2.0,400.0,16.0,16.0,16.0
07d75e33f2750d97d467fb57e4dfdd8a,small_appliances,1,22.5,16.32,2117,58.0,823.0,1.0,450.0,30.0,20.0,16.0
07de60b03d150fb3ea09eab5da5e4c8b,bed_bath_table,10,719.0999999999999,169.90000000000003,134460,509.0,22402.0,36.0,28950.0,329.0,135.0,414.0
080102cd0a76b09e0dcf55fcacc60e05,computers_accessories,103,5205.489999999992,1708.36,2989440,5130.0,28201.0,119.0,17250.0,3863.0,371.0,2066.0
080102cd0a76b09e0dcf55fcacc60e05,consoles_games,30,357.7999999999999,416.75000000000006,871920,1403.0,3734.0,28.0,2650.0,568.0,154.0,419.0
080102cd0a76b09e0dcf55fcacc60e05,electronics,1,42.9,15.4,31140,55.0,350.0,1.0,75.0,23.0,2.0,15.0
